T(C), b(CaO), b(SiO2), b(H2O), Vol(aq), pH, nCa(aq), nCa(s), nSi(aq), nSi(s_reac), nPortlandite, nAmor-Sl, mCSHQ, nCa(CSHQ), nSi(CSHQ), nH2O(CSHQ), C/S(CSHQ), nGelPW(CSH)
2.500000e+01,9.531706e-01,6.123599e-01,3.394683e+00,3.059649e-02,1.239984e+01,5.125815e-04,9.526580e-01,1.246840e-06,6.123587e-01,0.000000e+00,0.000000e+00,1.208448e-01,9.526580e-01,6.123587e-01,1.700171e+00,1.555719e+00,7.193303e-01
2.500000e+01,1.691146e-01,3.686214e-01,5.507014e+00,9.264050e-02,9.793655e+00,9.721793e-05,1.690174e-01,3.650213e-04,3.682564e-01,0.000000e+00,1.178221e-01,3.136770e-02,1.690174e-01,2.504343e-01,3.798149e-01,6.748972e-01,1.297687e-01
2.500000e+01,1.521641e+00,5.367997e-01,6.182441e+00,7.204775e-02,1.247261e+01,1.460301e-03,1.520181e+00,2.227454e-06,5.367975e-01,6.468002e-01,0.000000e+00,1.090624e-01,8.733805e-01,5.367975e-01,1.544931e+00,1.627021e+00,6.607199e-01
2.500000e+01,1.335406e+00,3.377380e-01,6.644365e+00,8.825147e-02,1.247261e+01,1.788726e-03,1.333617e+00,2.728380e-06,3.377353e-01,7.841151e-01,0.000000e+00,6.861847e-02,5.495022e-01,3.377353e-01,9.720197e-01,1.627021e+00,4.157032e-01
2.500000e+01,1.564298e+00,6.894002e-01,4.772906e+00,4.237257e-02,1.247261e+01,8.588287e-04,1.563439e+00,1.310009e-06,6.893989e-01,4.417730e-01,0.000000e+00,1.400668e-01,1.121666e+00,6.893989e-01,1.984126e+00,1.627021e+00,8.485502e-01
2.500000e+01,1.302475e+00,2.274002e-01,3.831187e+00,4.053186e-02,1.247261e+01,8.215203e-04,1.301653e+00,1.253089e-06,2.273989e-01,9.316707e-01,0.000000e+00,4.620118e-02,3.699828e-01,2.273989e-01,6.544660e-01,1.627021e+00,2.798952e-01
2.500000e+01,1.235658e+00,6.750827e-01,3.912426e+00,3.309078e-02,1.247261e+01,6.707005e-04,1.234987e+00,1.023042e-06,6.750817e-01,1.366156e-01,0.000000e+00,1.371579e-01,1.098372e+00,6.750817e-01,1.942920e+00,1.627021e+00,8.309277e-01
2.500000e+01,1.762855e+00,2.675428e-01,5.942655e+00,6.944432e-02,1.247261e+01,1.407547e-03,1.761447e+00,2.146967e-06,2.675407e-01,1.326153e+00,0.000000e+00,5.435686e-02,4.352941e-01,2.675407e-01,7.699959e-01,1.627021e+00,3.293038e-01
2.500000e+01,1.548478e+00,6.275205e-01,4.565236e+00,4.030580e-02,1.247261e+01,8.169385e-04,1.547661e+00,1.246106e-06,6.275193e-01,5.266743e-01,0.000000e+00,1.274946e-01,1.020987e+00,6.275193e-01,1.806033e+00,1.627021e+00,7.723853e-01
2.500000e+01,4.290150e-01,2.858486e-01,6.482575e+00,1.031686e-01,1.233307e+01,1.453353e-03,4.275616e-01,5.292950e-06,2.858433e-01,0.000000e+00,0.000000e+00,5.501228e-02,4.275616e-01,2.858433e-01,7.694038e-01,1.495790e+00,3.201622e-01
2.500000e+01,1.191282e+00,2.601875e-01,5.794020e+00,7.724897e-02,1.247261e+01,1.565723e-03,1.189716e+00,2.388240e-06,2.601851e-01,7.663898e-01,0.000000e+00,5.286242e-02,4.233265e-01,2.601851e-01,7.488262e-01,1.627020e+00,3.202502e-01
2.500000e+01,5.343509e-01,5.549621e-01,6.002277e+00,8.872408e-02,1.154342e+01,1.929063e-04,5.341580e-01,2.928443e-05,5.549328e-01,0.000000e+00,0.000000e+00,8.295858e-02,5.341580e-01,5.549328e-01,1.091386e+00,9.625634e-01,4.026633e-01
2.500000e+01,1.185268e-01,4.108686e-01,8.160245e+00,1.426364e-01,9.793653e+00,1.496614e-04,1.183771e-01,5.619828e-04,4.103066e-01,0.000000e+00,2.349064e-01,2.196945e-02,1.183771e-01,1.754002e-01,2.660164e-01,6.748974e-01,9.088800e-02
2.500000e+01,1.413979e+00,4.884111e-01,3.563766e+00,2.779095e-02,1.247261e+01,5.632808e-04,1.413416e+00,8.591955e-07,4.884102e-01,6.187622e-01,0.000000e+00,9.923146e-02,7.946535e-01,4.884102e-01,1.405670e+00,1.627021e+00,6.011622e-01
2.500000e+01,6.795614e-01,4.055322e-01,5.740372e+00,8.223802e-02,1.247261e+01,1.666843e-03,6.778946e-01,2.542511e-06,4.055297e-01,1.808947e-02,0.000000e+00,8.239241e-02,6.598051e-01,4.055297e-01,1.167135e+00,1.627021e+00,4.991483e-01
2.500000e+01,1.945741e-01,6.613659e-01,3.315145e+00,5.200139e-02,9.793655e+00,5.457019e-05,1.945195e-01,2.048997e-04,6.611610e-01,0.000000e+00,3.729401e-01,3.610061e-02,1.945195e-01,2.882209e-01,4.371232e-01,6.748973e-01,1.493488e-01
2.500000e+01,1.124332e+00,4.346421e-01,5.504385e+00,6.928549e-02,1.247261e+01,1.404313e-03,1.122928e+00,2.141954e-06,4.346400e-01,4.157595e-01,0.000000e+00,8.830682e-02,7.071681e-01,4.346400e-01,1.250916e+00,1.627021e+00,5.349788e-01
2.500000e+01,1.730385e+00,4.018840e-01,8.019298e+00,1.045006e-01,1.247261e+01,2.118059e-03,1.728267e+00,3.230776e-06,4.018808e-01,1.074399e+00,0.000000e+00,8.165106e-02,6.538682e-01,4.018808e-01,1.156634e+00,1.627020e+00,4.946570e-01
2.500000e+01,1.580251e+00,5.914396e-01,8.217580e+00,1.065103e-01,1.247261e+01,2.158799e-03,1.578092e+00,3.292918e-06,5.914363e-01,6.158132e-01,0.000000e+00,1.201635e-01,9.622790e-01,5.914363e-01,1.702184e+00,1.627021e+00,7.279724e-01
2.500000e+01,1.423738e+00,2.648877e-01,8.212540e+00,1.166241e-01,1.247261e+01,2.363798e-03,1.421374e+00,3.605601e-06,2.648841e-01,9.904023e-01,0.000000e+00,5.381712e-02,4.309719e-01,2.648841e-01,7.623502e-01,1.627021e+00,3.260339e-01
2.500000e+01,1.396777e+00,5.533429e-01,5.151285e+00,5.530591e-02,1.247261e+01,1.120968e-03,1.395656e+00,1.709858e-06,5.533412e-01,4.953586e-01,0.000000e+00,1.124236e-01,9.002975e-01,5.533412e-01,1.592545e+00,1.627021e+00,6.810828e-01
2.500000e+01,1.527108e-01,6.526165e-01,6.794582e+00,1.165719e-01,9.793655e+00,1.223304e-04,1.525885e-01,4.593382e-04,6.521572e-01,0.000000e+00,4.260658e-01,2.831868e-02,1.525885e-01,2.260914e-01,3.428959e-01,6.748973e-01,1.171549e-01
2.500000e+01,1.210340e+00,2.779498e-01,2.901928e+00,2.427086e-02,1.247261e+01,4.919338e-04,1.209848e+00,7.503661e-07,2.779490e-01,7.576193e-01,0.000000e+00,5.647156e-02,4.522288e-01,2.779490e-01,7.999518e-01,1.627021e+00,3.421150e-01
2.500000e+01,2.138525e-01,6.633390e-01,6.913365e+00,1.162356e-01,9.793655e+00,1.219777e-04,2.137305e-01,4.579709e-04,6.628810e-01,0.000000e+00,3.461950e-01,3.966595e-02,2.137305e-01,3.166861e-01,4.802940e-01,6.748972e-01,1.640987e-01
2.500000e+01,9.816688e-01,4.963243e-01,4.959619e+00,6.062966e-02,1.247261e+01,1.228873e-03,9.804399e-01,1.874442e-06,4.963224e-01,1.729131e-01,0.000000e+00,1.008390e-01,8.075268e-01,4.963224e-01,1.428442e+00,1.627021e+00,6.109010e-01
2.500000e+01,5.445513e-01,4.388224e-01,8.124176e+00,1.281886e-01,1.196768e+01,7.223713e-04,5.438289e-01,1.760873e-05,4.388048e-01,0.000000e+00,0.000000e+00,7.537893e-02,5.438289e-01,4.388048e-01,1.027856e+00,1.239341e+00,3.896022e-01
2.500000e+01,1.409968e+00,3.356257e-01,5.495464e+00,6.620287e-02,1.247261e+01,1.341836e-03,1.408626e+00,2.046766e-06,3.356237e-01,8.625596e-01,0.000000e+00,6.818944e-02,5.460666e-01,3.356237e-01,9.659423e-01,1.627020e+00,4.131041e-01
2.500000e+01,1.403794e+00,3.340965e-01,6.686085e+00,8.785211e-02,1.247261e+01,1.780624e-03,1.402013e+00,2.716064e-06,3.340938e-01,8.584359e-01,0.000000e+00,6.787862e-02,5.435775e-01,3.340938e-01,9.615393e-01,1.627021e+00,4.112211e-01
2.500000e+01,1.259370e+00,4.221886e-01,7.055938e+00,9.514983e-02,1.247261e+01,1.928548e-03,1.257441e+00,2.941803e-06,4.221857e-01,5.705367e-01,0.000000e+00,8.577645e-02,6.869047e-01,4.221857e-01,1.215072e+00,1.627021e+00,5.196494e-01
2.500000e+01,9.725356e-01,2.672451e-01,5.510671e+00,7.592276e-02,1.247261e+01,1.538835e-03,9.709968e-01,2.347252e-06,2.672428e-01,5.361873e-01,0.000000e+00,5.429634e-02,4.348094e-01,2.672428e-01,7.691385e-01,1.627021e+00,3.289371e-01
2.500000e+01,1.394288e+00,5.371257e-01,2.969246e+00,1.630858e-02,1.247261e+01,3.305502e-04,1.393957e+00,5.042006e-07,5.371252e-01,5.200438e-01,0.000000e+00,1.091290e-01,8.739137e-01,5.371252e-01,1.545874e+00,1.627020e+00,6.611233e-01
2.500000e+01,1.540777e+00,2.985566e-01,2.816019e+00,1.628586e-02,1.247261e+01,3.300897e-04,1.540447e+00,5.034989e-07,2.985561e-01,1.054690e+00,0.000000e+00,6.065834e-02,4.857569e-01,2.985561e-01,8.592599e-01,1.627020e+00,3.674793e-01
2.500000e+01,9.947709e-01,2.554262e-01,3.146028e+00,3.308162e-02,1.247261e+01,6.705021e-04,9.941004e-01,1.022762e-06,2.554252e-01,5.785184e-01,0.000000e+00,5.189533e-02,4.155820e-01,2.554252e-01,7.351269e-01,1.627020e+00,3.143914e-01
2.500000e+01,1.284710e+00,6.835153e-01,3.254760e+00,2.013658e-02,1.247261e+01,4.081381e-04,1.284302e+00,6.225479e-07,6.835147e-01,1.722095e-01,0.000000e+00,1.388713e-01,1.112092e+00,6.835147e-01,1.967191e+00,1.627020e+00,8.413075e-01
2.500000e+01,1.640168e+00,4.091491e-01,5.110999e+00,5.344050e-02,1.247261e+01,1.083143e-03,1.639085e+00,1.652184e-06,4.091474e-01,9.733936e-01,0.000000e+00,8.312745e-02,6.656913e-01,4.091474e-01,1.177548e+00,1.627020e+00,5.036012e-01
2.500000e+01,1.758728e+00,3.081321e-01,7.600776e+00,9.854823e-02,1.247261e+01,1.997416e-03,1.756731e+00,3.046746e-06,3.081291e-01,1.255398e+00,0.000000e+00,6.260331e-02,5.013323e-01,3.081291e-01,8.868115e-01,1.627021e+00,3.792622e-01
2.500000e+01,6.500370e-01,6.974531e-01,7.333069e+00,1.082588e-01,1.149173e+01,2.125023e-04,6.498245e-01,3.951442e-05,6.974136e-01,0.000000e+00,0.000000e+00,1.025023e-01,6.498245e-01,6.974136e-01,1.340982e+00,9.317635e-01,4.957780e-01
2.500000e+01,1.455980e+00,4.589937e-01,7.206266e+00,9.348237e-02,1.247261e+01,1.894746e-03,1.454085e+00,2.890057e-06,4.589908e-01,7.072978e-01,0.000000e+00,9.325424e-02,7.467875e-01,4.589908e-01,1.320999e+00,1.627021e+00,5.649512e-01
2.500000e+01,4.042872e-01,4.961232e-01,3.550211e+00,4.845934e-02,1.124166e+01,6.226001e-05,4.042249e-01,2.813697e-05,4.960951e-01,0.000000e+00,0.000000e+00,6.811429e-02,4.042249e-01,4.960951e-01,8.680888e-01,8.148135e-01,3.207273e-01
2.500000e+01,1.316130e+00,6.412572e-01,3.056947e+00,1.695132e-02,1.247261e+01,3.435775e-04,1.315786e+00,5.240727e-07,6.412567e-01,2.724487e-01,0.000000e+00,1.302856e-01,1.043338e+00,6.412567e-01,1.845570e+00,1.627020e+00,7.892940e-01
2.500000e+01,1.619703e+00,3.006293e-01,8.213378e+00,1.122925e-01,1.247261e+01,2.276003e-03,1.617427e+00,3.471690e-06,3.006258e-01,1.128303e+00,0.000000e+00,6.107886e-02,4.891244e-01,3.006258e-01,8.652168e-01,1.627021e+00,3.700268e-01
2.500000e+01,2.762001e-01,2.074698e-01,7.651483e+00,1.289921e-01,1.210422e+01,1.016240e-03,2.751839e-01,1.278406e-05,2.074570e-01,0.000000e+00,0.000000e+00,3.708475e-02,2.751839e-01,2.074570e-01,5.100243e-01,1.326462e+00,1.992363e-01
2.500000e+01,1.938577e-01,2.831157e-01,4.315894e+00,7.012874e-02,1.024071e+01,6.243074e-05,1.937953e-01,1.467603e-04,2.829689e-01,0.000000e+00,0.000000e+00,3.569787e-02,1.937953e-01,2.829689e-01,4.345387e-01,6.848641e-01,1.500894e-01
2.500000e+01,1.066052e+00,2.070178e-01,4.045277e+00,4.912887e-02,1.247261e+01,9.957689e-04,1.065056e+00,1.518891e-06,2.070163e-01,7.282365e-01,0.000000e+00,4.205998e-02,3.368197e-01,2.070163e-01,5.958035e-01,1.627020e+00,2.548070e-01
2.500000e+01,1.010558e+00,2.780691e-01,6.840959e+00,9.901714e-02,1.247261e+01,2.006940e-03,1.008551e+00,3.061245e-06,2.780660e-01,5.561319e-01,0.000000e+00,5.649533e-02,4.524192e-01,2.780660e-01,8.002886e-01,1.627021e+00,3.422590e-01
2.500000e+01,1.384255e-01,3.612519e-01,8.122971e+00,1.411549e-01,9.793655e+00,1.481278e-04,1.382774e-01,5.561986e-04,3.606957e-01,0.000000e+00,1.558092e-01,2.566270e-02,1.382774e-01,2.048865e-01,3.107361e-01,6.748973e-01,1.061671e-01
2.500000e+01,1.065506e+00,5.098666e-01,5.320130e+00,6.532055e-02,1.247261e+01,1.323950e-03,1.064182e+00,2.019475e-06,5.098646e-01,2.346219e-01,0.000000e+00,1.035904e-01,8.295601e-01,5.098646e-01,1.467417e+00,1.627021e+00,6.275694e-01
2.500000e+01,3.825778e-01,6.100511e-01,8.312005e+00,1.346568e-01,9.793655e+00,1.413092e-04,3.824365e-01,5.305637e-04,6.095205e-01,0.000000e+00,4.286173e-02,7.097585e-02,3.824365e-01,5.666588e-01,8.594091e-01,6.748973e-01,2.936284e-01
2.500000e+01,1.374340e+00,2.995470e-01,6.218388e+00,8.071784e-02,1.247261e+01,1.636049e-03,1.372704e+00,2.495467e-06,2.995445e-01,8.853389e-01,0.000000e+00,6.085916e-02,4.873651e-01,2.995445e-01,8.621047e-01,1.627021e+00,3.686959e-01
2.500000e+01,1.729430e+00,4.298112e-01,3.001073e+00,1.325526e-02,1.247261e+01,2.686640e-04,1.729161e+00,4.098044e-07,4.298108e-01,1.029850e+00,0.000000e+00,8.732567e-02,6.993109e-01,4.298108e-01,1.237018e+00,1.627020e+00,5.290348e-01
2.500000e+01,1.047220e+00,3.472594e-01,5.284068e+00,6.867350e-02,1.247261e+01,1.391909e-03,1.045828e+00,2.123143e-06,3.472573e-01,4.808334e-01,0.000000e+00,7.055308e-02,5.649947e-01,3.472573e-01,9.994245e-01,1.627021e+00,4.274234e-01
2.500000e+01,7.286856e-01,2.268908e-01,8.233866e+00,1.304208e-01,1.247261e+01,2.643435e-03,7.260422e-01,4.032144e-06,2.268868e-01,3.568927e-01,0.000000e+00,4.609712e-02,3.691494e-01,2.268868e-01,6.529919e-01,1.627021e+00,2.792647e-01
2.500000e+01,8.051193e-01,5.573626e-01,3.363172e+00,3.437598e-02,1.226958e+01,4.112783e-04,8.047080e-01,2.156031e-06,5.573604e-01,0.000000e+00,0.000000e+00,1.049113e-01,8.047080e-01,5.573604e-01,1.459689e+00,1.443784e+00,5.965481e-01
2.500000e+01,8.533072e-01,3.788269e-01,5.848657e+00,8.165917e-02,1.247261e+01,1.655110e-03,8.516521e-01,2.524580e-06,3.788244e-01,2.352970e-01,0.000000e+00,7.696664e-02,6.163550e-01,3.788244e-01,1.090276e+00,1.627021e+00,4.662779e-01
2.500000e+01,1.702064e+00,2.687297e-01,6.576112e+00,8.195595e-02,1.247261e+01,1.661139e-03,1.700403e+00,2.533780e-06,2.687272e-01,1.263178e+00,0.000000e+00,5.459793e-02,4.372246e-01,2.687272e-01,7.734107e-01,1.627021e+00,3.307642e-01
2.500000e+01,1.683383e+00,5.120668e-01,5.741154e+00,6.171558e-02,1.247261e+01,1.250882e-03,1.682132e+00,1.908012e-06,5.120649e-01,8.489920e-01,0.000000e+00,1.040374e-01,8.331401e-01,5.120649e-01,1.473749e+00,1.627021e+00,6.302777e-01
2.500000e+01,1.770691e+00,2.804374e-01,7.851951e+00,1.034943e-01,1.247261e+01,2.097683e-03,1.768593e+00,3.199672e-06,2.804342e-01,1.312321e+00,0.000000e+00,5.697648e-02,4.562722e-01,2.804342e-01,8.071042e-01,1.627021e+00,3.451739e-01
2.500000e+01,1.459362e+00,5.846865e-01,4.243020e+00,3.706370e-02,1.247261e+01,7.512259e-04,1.458611e+00,1.145879e-06,5.846854e-01,5.073157e-01,0.000000e+00,1.187919e-01,9.512951e-01,5.846854e-01,1.682755e+00,1.627021e+00,7.196630e-01
2.500000e+01,1.441778e+00,4.535449e-01,7.777559e+00,1.041798e-01,1.247261e+01,2.111550e-03,1.439666e+00,3.220855e-06,4.535417e-01,7.017449e-01,0.000000e+00,9.214713e-02,7.379216e-01,4.535417e-01,1.305316e+00,1.627020e+00,5.582441e-01
2.500000e+01,4.184215e-01,3.190552e-01,4.623692e+00,6.947729e-02,1.207867e+01,5.137018e-04,4.179078e-01,7.340937e-06,3.190479e-01,0.000000e+00,0.000000e+00,5.660753e-02,4.179078e-01,3.190479e-01,7.772604e-01,1.309859e+00,3.017491e-01
2.500000e+01,1.560641e+00,6.650452e-01,3.335199e+00,1.702322e-02,1.247261e+01,3.450348e-04,1.560296e+00,5.262959e-07,6.650447e-01,4.782547e-01,0.000000e+00,1.351187e-01,1.082041e+00,6.650447e-01,1.914033e+00,1.627020e+00,8.185736e-01
2.500000e+01,1.727912e+00,5.737363e-01,5.568884e+00,5.640671e-02,1.247261e+01,1.143280e-03,1.726769e+00,1.743889e-06,5.737346e-01,7.932908e-01,0.000000e+00,1.165670e-01,9.334779e-01,5.737346e-01,1.651238e+00,1.627021e+00,7.061841e-01
2.500000e+01,1.149581e+00,4.789231e-01,3.232184e+00,2.679195e-02,1.247261e+01,5.430325e-04,1.149038e+00,8.283095e-07,4.789223e-01,3.698216e-01,0.000000e+00,9.730376e-02,7.792164e-01,4.789223e-01,1.378363e+00,1.627021e+00,5.894839e-01
2.500000e+01,3.374978e-01,6.969496e-01,2.879170e+00,3.832024e-02,9.793656e+00,4.021728e-05,3.374576e-01,1.510000e-04,6.967986e-01,0.000000e+00,1.967854e-01,6.262828e-02,3.374576e-01,5.000132e-01,7.583328e-01,6.748973e-01,2.590943e-01
2.500000e+01,1.791585e+00,6.937291e-01,5.019455e+00,4.262264e-02,1.247261e+01,8.638975e-04,1.790721e+00,1.317737e-06,6.937278e-01,6.620117e-01,0.000000e+00,1.409463e-01,1.128709e+00,6.937278e-01,1.996585e+00,1.627021e+00,8.538784e-01
2.500000e+01,1.572362e+00,5.647833e-01,3.547299e+00,2.290750e-02,1.247261e+01,4.643005e-04,1.571898e+00,7.082163e-07,5.647826e-01,6.529848e-01,0.000000e+00,1.147482e-01,9.189129e-01,5.647826e-01,1.625474e+00,1.627021e+00,6.951655e-01
2.500000e+01,5.370515e-01,4.616769e-01,8.110615e+00,1.278386e-01,1.184738e+01,5.413002e-04,5.365102e-01,2.284234e-05,4.616541e-01,0.000000e+00,0.000000e+00,7.645378e-02,5.365102e-01,4.616541e-01,1.034095e+00,1.162148e+00,3.845397e-01
2.500000e+01,3.721353e-01,2.043334e-01,3.597092e+00,5.362755e-02,1.247261e+01,1.086951e-03,3.710483e-01,1.657980e-06,2.043317e-01,3.859641e-02,0.000000e+00,4.151456e-02,3.324519e-01,2.043317e-01,5.880774e-01,1.627021e+00,2.515028e-01
2.500000e+01,7.826103e-01,6.990706e-01,6.207875e+00,8.458871e-02,1.178214e+01,3.080897e-04,7.823022e-01,1.731850e-05,6.990533e-01,0.000000e+00,0.000000e+00,1.133553e-01,7.823022e-01,6.990533e-01,1.525575e+00,1.119088e+00,5.635765e-01
2.500000e+01,8.712481e-01,4.893191e-01,5.281472e+00,6.859501e-02,1.247261e+01,1.390319e-03,8.698578e-01,2.120700e-06,4.893170e-01,7.372900e-02,0.000000e+00,9.941568e-02,7.961288e-01,4.893170e-01,1.408280e+00,1.627021e+00,6.022783e-01
2.500000e+01,1.660268e+00,6.104547e-01,3.632917e+00,2.183426e-02,1.247261e+01,4.425476e-04,1.659825e+00,6.750363e-07,6.104540e-01,6.666042e-01,0.000000e+00,1.240274e-01,9.932212e-01,6.104540e-01,1.756918e+00,1.627021e+00,7.513804e-01
2.500000e+01,1.388467e+00,4.567876e-01,3.366770e+00,2.540837e-02,1.247261e+01,5.149894e-04,1.387952e+00,7.855348e-07,4.567868e-01,6.447505e-01,0.000000e+00,9.280645e-02,7.432015e-01,4.567868e-01,1.314656e+00,1.627021e+00,5.622384e-01
2.500000e+01,1.756490e+00,6.391189e-01,5.457743e+00,5.240605e-02,1.247261e+01,1.062193e-03,1.755428e+00,1.620203e-06,6.391173e-01,7.155709e-01,0.000000e+00,1.298510e-01,1.039857e+00,6.391173e-01,1.839413e+00,1.627021e+00,7.866608e-01
2.500000e+01,1.180622e+00,3.196170e-01,7.136581e+00,1.003460e-01,1.247261e+01,2.033837e-03,1.178588e+00,3.102332e-06,3.196139e-01,6.585698e-01,0.000000e+00,6.493670e-02,5.200184e-01,3.196139e-01,9.198654e-01,1.627020e+00,3.933984e-01
2.500000e+01,1.109981e+00,2.002261e-01,8.159052e+00,1.227857e-01,1.247261e+01,2.488648e-03,1.107492e+00,3.796082e-06,2.002223e-01,7.817266e-01,0.000000e+00,4.067964e-02,3.257658e-01,2.002223e-01,5.762502e-01,1.627020e+00,2.464446e-01
2.500000e+01,8.983909e-01,4.839362e-01,5.653234e+00,7.494064e-02,1.247261e+01,1.518935e-03,8.968720e-01,2.316891e-06,4.839339e-01,1.095016e-01,0.000000e+00,9.832198e-02,7.873704e-01,4.839339e-01,1.392787e+00,1.627021e+00,5.956525e-01
2.500000e+01,2.906132e-01,6.582873e-01,7.457286e+00,1.229469e-01,9.793658e+00,1.290559e-04,2.904841e-01,4.845336e-04,6.578028e-01,0.000000e+00,2.273904e-01,5.391055e-02,2.904841e-01,4.304124e-01,6.527743e-01,6.748972e-01,2.230289e-01
2.500000e+01,9.921425e-01,5.087540e-01,5.915678e+00,7.742656e-02,1.247261e+01,1.569321e-03,9.905732e-01,2.393749e-06,5.087516e-01,1.628239e-01,0.000000e+00,1.033643e-01,8.277493e-01,5.087516e-01,1.464214e+00,1.627021e+00,6.261995e-01
2.500000e+01,1.010144e+00,4.757372e-01,3.410072e+00,3.259498e-02,1.247261e+01,6.606515e-04,1.009483e+00,1.007721e-06,4.757362e-01,2.354508e-01,0.000000e+00,9.665644e-02,7.740325e-01,4.757362e-01,1.369193e+00,1.627021e+00,5.855623e-01
2.500000e+01,1.468825e+00,2.483195e-01,5.005742e+00,5.826787e-02,1.247261e+01,1.181003e-03,1.467644e+00,1.801435e-06,2.483177e-01,1.063626e+00,0.000000e+00,5.045129e-02,4.040180e-01,2.483177e-01,7.146712e-01,1.627021e+00,3.056431e-01
2.500000e+01,1.206883e+00,4.647705e-01,4.025904e+00,4.041178e-02,1.247261e+01,8.190865e-04,1.206064e+00,1.249383e-06,4.647693e-01,4.498748e-01,0.000000e+00,9.442826e-02,7.561891e-01,4.647693e-01,1.337630e+00,1.627021e+00,5.720636e-01
