testDataY,predDataY,modelType,var,group,modelSimulation
0.06072167,0.06080444900000003,rfModel,Vol(aq),group1,rfModel_simulation
0.07459953,0.07304701409999999,rfModel,Vol(aq),group1,rfModel_simulation
0.06154304,0.060605258399999994,rfModel,Vol(aq),group1,rfModel_simulation
0.1116636,0.11062367339999994,rfModel,Vol(aq),group1,rfModel_simulation
0.04970303,0.04908799359999999,rfModel,Vol(aq),group1,rfModel_simulation
0.05441657,0.051202287599999986,rfModel,Vol(aq),group1,rfModel_simulation
0.1080653,0.10801648309999992,rfModel,Vol(aq),group1,rfModel_simulation
0.09286631,0.09168213489999993,rfModel,Vol(aq),group1,rfModel_simulation
0.04763499,0.04724611860000001,rfModel,Vol(aq),group1,rfModel_simulation
0.04319183,0.04339097000000001,rfModel,Vol(aq),group1,rfModel_simulation
0.1065334,0.10408476460000005,rfModel,Vol(aq),group1,rfModel_simulation
0.09407227,0.09293525619999993,rfModel,Vol(aq),group1,rfModel_simulation
0.09493161,0.0959209595999999,rfModel,Vol(aq),group1,rfModel_simulation
0.07755765,0.07781978550000003,rfModel,Vol(aq),group1,rfModel_simulation
0.05084353,0.050780582599999985,rfModel,Vol(aq),group1,rfModel_simulation
0.02356195,0.02886190920000003,rfModel,Vol(aq),group1,rfModel_simulation
0.04100863,0.03954708679999998,rfModel,Vol(aq),group1,rfModel_simulation
0.08392674,0.08206659439999997,rfModel,Vol(aq),group1,rfModel_simulation
0.1058429,0.1068257556,rfModel,Vol(aq),group1,rfModel_simulation
0.07837902,0.07613752389999999,rfModel,Vol(aq),group1,rfModel_simulation
0.06223818,0.060078027699999995,rfModel,Vol(aq),group1,rfModel_simulation
0.06006331,0.05986602330000001,rfModel,Vol(aq),group1,rfModel_simulation
0.1147003,0.1106671109,rfModel,Vol(aq),group1,rfModel_simulation
0.08061102,0.07826873280000005,rfModel,Vol(aq),group1,rfModel_simulation
0.05441775,0.05451541129999992,rfModel,Vol(aq),group1,rfModel_simulation
0.03953462,0.03771958489999998,rfModel,Vol(aq),group1,rfModel_simulation
0.09013593,0.09169719980000006,rfModel,Vol(aq),group1,rfModel_simulation
0.08621928,0.0862166687,rfModel,Vol(aq),group1,rfModel_simulation
0.08044991,0.07921178599999999,rfModel,Vol(aq),group1,rfModel_simulation
0.1217084,0.1210328339999999,rfModel,Vol(aq),group1,rfModel_simulation
0.06608203,0.06773406189999989,rfModel,Vol(aq),group1,rfModel_simulation
0.1236713,0.12167031699999996,rfModel,Vol(aq),group1,rfModel_simulation
0.1024768,0.1068375193999999,rfModel,Vol(aq),group1,rfModel_simulation
0.04325211,0.04059163989999999,rfModel,Vol(aq),group1,rfModel_simulation
0.06028272,0.05569970960000004,rfModel,Vol(aq),group1,rfModel_simulation
0.02532144,0.023352559299999975,rfModel,Vol(aq),group1,rfModel_simulation
0.1098512,0.10923312209999986,rfModel,Vol(aq),group1,rfModel_simulation
0.08176691,0.08336132379999998,rfModel,Vol(aq),group1,rfModel_simulation
0.07536798,0.08007711340000005,rfModel,Vol(aq),group1,rfModel_simulation
0.1060363,0.10420808110000004,rfModel,Vol(aq),group1,rfModel_simulation
0.1048773,0.10637388469999999,rfModel,Vol(aq),group1,rfModel_simulation
0.1181724,0.11711430300000007,rfModel,Vol(aq),group1,rfModel_simulation
0.09055176,0.09132923830000005,rfModel,Vol(aq),group1,rfModel_simulation
0.07730564,0.07460719279999992,rfModel,Vol(aq),group1,rfModel_simulation
0.09953258,0.09720449889999999,rfModel,Vol(aq),group1,rfModel_simulation
0.0326392,0.03248449510000002,rfModel,Vol(aq),group1,rfModel_simulation
0.1281905,0.12585734300000004,rfModel,Vol(aq),group1,rfModel_simulation
0.08857657,0.08229895509999999,rfModel,Vol(aq),group1,rfModel_simulation
0.0545193,0.055259119,rfModel,Vol(aq),group1,rfModel_simulation
0.06761043,0.0637631779,rfModel,Vol(aq),group1,rfModel_simulation
0.07354728,0.07232066560000001,rfModel,Vol(aq),group1,rfModel_simulation
0.116613,0.1149465189999999,rfModel,Vol(aq),group1,rfModel_simulation
0.08640472,0.08581968029999994,rfModel,Vol(aq),group1,rfModel_simulation
0.01512548,0.015846550900000013,rfModel,Vol(aq),group1,rfModel_simulation
0.1145208,0.1143024419999999,rfModel,Vol(aq),group1,rfModel_simulation
0.05665321,0.05673605710000003,rfModel,Vol(aq),group1,rfModel_simulation
0.05260254,0.05391829859999999,rfModel,Vol(aq),group1,rfModel_simulation
0.04505275,0.0447196396,rfModel,Vol(aq),group1,rfModel_simulation
0.06415106,0.06321254119999999,rfModel,Vol(aq),group1,rfModel_simulation
0.06126586,0.06202111299999993,rfModel,Vol(aq),group1,rfModel_simulation
0.07015616,0.07153373949999993,rfModel,Vol(aq),group1,rfModel_simulation
0.1257099,0.1249156810000001,rfModel,Vol(aq),group1,rfModel_simulation
0.1137072,0.11342032000000005,rfModel,Vol(aq),group1,rfModel_simulation
0.0340569,0.03448800969999998,rfModel,Vol(aq),group1,rfModel_simulation
0.07819335,0.07713670960000005,rfModel,Vol(aq),group1,rfModel_simulation
0.09070502,0.09443110680000003,rfModel,Vol(aq),group1,rfModel_simulation
0.097953,0.0947795931,rfModel,Vol(aq),group1,rfModel_simulation
0.02152275,0.024173362199999982,rfModel,Vol(aq),group1,rfModel_simulation
0.08941493,0.08940673770000003,rfModel,Vol(aq),group1,rfModel_simulation
0.05688582,0.05690788679999996,rfModel,Vol(aq),group1,rfModel_simulation
0.03344062,0.035415978100000016,rfModel,Vol(aq),group1,rfModel_simulation
0.02384519,0.027100224599999997,rfModel,Vol(aq),group1,rfModel_simulation
0.08879034,0.08654370079999993,rfModel,Vol(aq),group1,rfModel_simulation
0.02315533,0.02186042619999999,rfModel,Vol(aq),group1,rfModel_simulation
0.07809138,0.07692887499999995,rfModel,Vol(aq),group1,rfModel_simulation
0.1070654,0.10894503799999995,rfModel,Vol(aq),group1,rfModel_simulation
0.0810595,0.0787772591,rfModel,Vol(aq),group1,rfModel_simulation
0.0386014,0.03829351479999999,rfModel,Vol(aq),group1,rfModel_simulation
0.1012537,0.10197607369999999,rfModel,Vol(aq),group1,rfModel_simulation
0.01713058,0.015667157349999995,rfModel,Vol(aq),group1,rfModel_simulation
0.0321167,0.03377520710000001,rfModel,Vol(aq),group1,rfModel_simulation
0.02635973,0.03251999770000002,rfModel,Vol(aq),group1,rfModel_simulation
0.04407034,0.041634257,rfModel,Vol(aq),group1,rfModel_simulation
0.03680044,0.03706463849999994,rfModel,Vol(aq),group1,rfModel_simulation
0.0286927,0.02618359619999998,rfModel,Vol(aq),group1,rfModel_simulation
0.01455105,0.01659522269999998,rfModel,Vol(aq),group1,rfModel_simulation
0.03758972,0.036419447400000034,rfModel,Vol(aq),group1,rfModel_simulation
0.1139624,0.1136933879999999,rfModel,Vol(aq),group1,rfModel_simulation
0.05828084,0.05657521970000004,rfModel,Vol(aq),group1,rfModel_simulation
0.1257576,0.12498582499999995,rfModel,Vol(aq),group1,rfModel_simulation
0.1173998,0.11764765199999999,rfModel,Vol(aq),group1,rfModel_simulation
0.08000659,0.08204827869999992,rfModel,Vol(aq),group1,rfModel_simulation
0.1030019,0.10369987250000007,rfModel,Vol(aq),group1,rfModel_simulation
0.05460207,0.05542400099999997,rfModel,Vol(aq),group1,rfModel_simulation
0.09734623,0.0974934901,rfModel,Vol(aq),group1,rfModel_simulation
0.02905646,0.028298817099999974,rfModel,Vol(aq),group1,rfModel_simulation
0.05093246,0.05077622989999999,rfModel,Vol(aq),group1,rfModel_simulation
0.0640992,0.06424044940000002,rfModel,Vol(aq),group1,rfModel_simulation
0.01891336,0.016674884349999985,rfModel,Vol(aq),group1,rfModel_simulation
0.08359745,0.0844835973,rfModel,Vol(aq),group1,rfModel_simulation
0.08052236,0.07903614139999998,rfModel,Vol(aq),group1,rfModel_simulation
0.1033571,0.10266080649999995,rfModel,Vol(aq),group1,rfModel_simulation
0.1002493,0.10088948359999997,rfModel,Vol(aq),group1,rfModel_simulation
0.05745942,0.05588264439999995,rfModel,Vol(aq),group1,rfModel_simulation
0.07711195,0.07595066949999996,rfModel,Vol(aq),group1,rfModel_simulation
0.1082255,0.10885428259999992,rfModel,Vol(aq),group1,rfModel_simulation
0.08810779,0.08653449540000002,rfModel,Vol(aq),group1,rfModel_simulation
0.09977952,0.09612189199999997,rfModel,Vol(aq),group1,rfModel_simulation
0.09494578,0.09180597589999996,rfModel,Vol(aq),group1,rfModel_simulation
0.1064589,0.11124252890000001,rfModel,Vol(aq),group1,rfModel_simulation
0.0413527,0.039671534200000004,rfModel,Vol(aq),group1,rfModel_simulation
0.04890941,0.04276853410000001,rfModel,Vol(aq),group1,rfModel_simulation
0.07815089,0.07691404669999993,rfModel,Vol(aq),group1,rfModel_simulation
0.1041191,0.10499984550000008,rfModel,Vol(aq),group1,rfModel_simulation
0.04538459,0.04531396669999999,rfModel,Vol(aq),group1,rfModel_simulation
0.04958417,0.052468347500000026,rfModel,Vol(aq),group1,rfModel_simulation
0.08708779,0.08638931090000002,rfModel,Vol(aq),group1,rfModel_simulation
0.04364926,0.043524088200000005,rfModel,Vol(aq),group1,rfModel_simulation
0.04061247,0.03818460730000004,rfModel,Vol(aq),group1,rfModel_simulation
0.08671272,0.08741920860000009,rfModel,Vol(aq),group1,rfModel_simulation
0.03386307,0.032532709100000036,rfModel,Vol(aq),group1,rfModel_simulation
0.03600224,0.034968420200000024,rfModel,Vol(aq),group1,rfModel_simulation
0.08838398,0.08726180999999991,rfModel,Vol(aq),group1,rfModel_simulation
0.1233993,0.12210485900000012,rfModel,Vol(aq),group1,rfModel_simulation
0.1107786,0.1102389038999999,rfModel,Vol(aq),group1,rfModel_simulation
0.02554508,0.024359270400000032,rfModel,Vol(aq),group1,rfModel_simulation
0.02643122,0.029035665800000023,rfModel,Vol(aq),group1,rfModel_simulation
0.1018524,0.1002515508000001,rfModel,Vol(aq),group1,rfModel_simulation
0.0673287,0.06464270520000001,rfModel,Vol(aq),group1,rfModel_simulation
0.03405258,0.03144040150000003,rfModel,Vol(aq),group1,rfModel_simulation
0.04141889,0.0405380127,rfModel,Vol(aq),group1,rfModel_simulation
0.03953061,0.03888634489999999,rfModel,Vol(aq),group1,rfModel_simulation
0.01387792,0.01466977085000001,rfModel,Vol(aq),group1,rfModel_simulation
0.1036743,0.10546619809999996,rfModel,Vol(aq),group1,rfModel_simulation
0.05966371,0.057596271799999973,rfModel,Vol(aq),group1,rfModel_simulation
0.08370703,0.08238015250000003,rfModel,Vol(aq),group1,rfModel_simulation
0.0922181,0.09126008120000005,rfModel,Vol(aq),group1,rfModel_simulation
0.04481971,0.045140931199999984,rfModel,Vol(aq),group1,rfModel_simulation
0.100994,0.10231552,rfModel,Vol(aq),group1,rfModel_simulation
0.01845348,0.020046028249999997,rfModel,Vol(aq),group1,rfModel_simulation
0.10812,0.10835144299999992,rfModel,Vol(aq),group1,rfModel_simulation
0.06513087,0.06724968159999994,rfModel,Vol(aq),group1,rfModel_simulation
0.07590045,0.07558072299999993,rfModel,Vol(aq),group1,rfModel_simulation
0.05149727,0.05351589369999996,rfModel,Vol(aq),group1,rfModel_simulation
0.05912715,0.058785534,rfModel,Vol(aq),group1,rfModel_simulation
0.07589178,0.0751972584,rfModel,Vol(aq),group1,rfModel_simulation
0.01963433,0.019978632999999996,rfModel,Vol(aq),group1,rfModel_simulation
0.08233457,0.08191106859999998,rfModel,Vol(aq),group1,rfModel_simulation
0.0731409,0.0678534215,rfModel,Vol(aq),group1,rfModel_simulation
0.07151716,0.07205051289999996,rfModel,Vol(aq),group1,rfModel_simulation
0.04915217,0.050067287,rfModel,Vol(aq),group1,rfModel_simulation
0.06022986,0.058870151100000004,rfModel,Vol(aq),group1,rfModel_simulation
0.08736762,0.0866772801000001,rfModel,Vol(aq),group1,rfModel_simulation
0.09762445,0.09807668239999988,rfModel,Vol(aq),group1,rfModel_simulation
0.1206853,0.12067797799999988,rfModel,Vol(aq),group1,rfModel_simulation
0.004780485,0.010568723599999986,rfModel,Vol(aq),group1,rfModel_simulation
0.07795387,0.07698523430000001,rfModel,Vol(aq),group1,rfModel_simulation
0.1132803,0.11548579399999992,rfModel,Vol(aq),group2,rfModel_simulation
0.04817019,0.05259901170000001,rfModel,Vol(aq),group2,rfModel_simulation
0.115331,0.11789039299999998,rfModel,Vol(aq),group2,rfModel_simulation
0.03911871,0.03926853479999998,rfModel,Vol(aq),group2,rfModel_simulation
0.03058152,0.04767871689999999,rfModel,Vol(aq),group2,rfModel_simulation
0.06998205,0.07281910519999997,rfModel,Vol(aq),group2,rfModel_simulation
0.04043406,0.0482802058,rfModel,Vol(aq),group2,rfModel_simulation
0.03667006,0.03898334059999998,rfModel,Vol(aq),group2,rfModel_simulation
0.1112054,0.11137856489999991,rfModel,Vol(aq),group2,rfModel_simulation
0.08685521,0.08941120510000009,rfModel,Vol(aq),group2,rfModel_simulation
0.04854673,0.053594517900000034,rfModel,Vol(aq),group2,rfModel_simulation
0.03928536,0.04095330229999998,rfModel,Vol(aq),group2,rfModel_simulation
0.08659845,0.08816336790000001,rfModel,Vol(aq),group2,rfModel_simulation
0.1067523,0.10891898299999997,rfModel,Vol(aq),group2,rfModel_simulation
0.03779206,0.0480569192,rfModel,Vol(aq),group2,rfModel_simulation
0.04270972,0.04227383659999998,rfModel,Vol(aq),group2,rfModel_simulation
0.05362331,0.054225099999999984,rfModel,Vol(aq),group2,rfModel_simulation
0.1019322,0.10788798699999998,rfModel,Vol(aq),group2,rfModel_simulation
0.09085286,0.09326283430000001,rfModel,Vol(aq),group2,rfModel_simulation
0.03752398,0.04792374109999998,rfModel,Vol(aq),group2,rfModel_simulation
0.0611161,0.06590927269999998,rfModel,Vol(aq),group2,rfModel_simulation
0.06678326,0.07035867000000003,rfModel,Vol(aq),group2,rfModel_simulation
0.1045903,0.10217977139999991,rfModel,Vol(aq),group2,rfModel_simulation
0.1101225,0.11426367899999987,rfModel,Vol(aq),group2,rfModel_simulation
0.1324076,0.12414041600000003,rfModel,Vol(aq),group2,rfModel_simulation
0.1236831,0.12283312100000007,rfModel,Vol(aq),group2,rfModel_simulation
0.05336873,0.056580324499999966,rfModel,Vol(aq),group2,rfModel_simulation
0.09968345,0.10938703429999995,rfModel,Vol(aq),group2,rfModel_simulation
0.1047699,0.11166835099999997,rfModel,Vol(aq),group2,rfModel_simulation
0.09710862,0.0949090278000001,rfModel,Vol(aq),group2,rfModel_simulation
0.1148701,0.11369298139999989,rfModel,Vol(aq),group2,rfModel_simulation
0.05659182,0.06499547560000002,rfModel,Vol(aq),group2,rfModel_simulation
0.0383743,0.04679712970000003,rfModel,Vol(aq),group2,rfModel_simulation
0.1193011,0.11987719300000005,rfModel,Vol(aq),group2,rfModel_simulation
0.07075317,0.07130678739999993,rfModel,Vol(aq),group2,rfModel_simulation
0.1222173,0.12109440599999997,rfModel,Vol(aq),group2,rfModel_simulation
0.07240475,0.07533982609999995,rfModel,Vol(aq),group2,rfModel_simulation
0.07220113,0.07566008019999995,rfModel,Vol(aq),group2,rfModel_simulation
0.1018671,0.10025943389999999,rfModel,Vol(aq),group2,rfModel_simulation
0.08990577,0.09106291719999997,rfModel,Vol(aq),group2,rfModel_simulation
0.1073917,0.11227310299999994,rfModel,Vol(aq),group2,rfModel_simulation
0.07678551,0.07884600700000015,rfModel,Vol(aq),group2,rfModel_simulation
0.1135934,0.1142654789999999,rfModel,Vol(aq),group2,rfModel_simulation
0.06113945,0.06299624449999999,rfModel,Vol(aq),group2,rfModel_simulation
0.04952339,0.05152552210000003,rfModel,Vol(aq),group2,rfModel_simulation
0.09919015,0.09767576020000003,rfModel,Vol(aq),group2,rfModel_simulation
0.05199578,0.055190337100000014,rfModel,Vol(aq),group2,rfModel_simulation
0.04786863,0.052636548600000034,rfModel,Vol(aq),group2,rfModel_simulation
0.09059978,0.09098106309999995,rfModel,Vol(aq),group2,rfModel_simulation
0.1328448,0.12855620600000026,rfModel,Vol(aq),group2,rfModel_simulation
0.09885744,0.09822428189999999,rfModel,Vol(aq),group2,rfModel_simulation
0.03943225,0.03998408149999997,rfModel,Vol(aq),group2,rfModel_simulation
0.08978493,0.0905911593000001,rfModel,Vol(aq),group2,rfModel_simulation
0.04868311,0.0518308177,rfModel,Vol(aq),group2,rfModel_simulation
0.1213293,0.12062964700000008,rfModel,Vol(aq),group2,rfModel_simulation
0.07370194,0.07602138900000004,rfModel,Vol(aq),group2,rfModel_simulation
0.09721411,0.09809817399999991,rfModel,Vol(aq),group2,rfModel_simulation
0.1010598,0.10205990029999996,rfModel,Vol(aq),group2,rfModel_simulation
0.07929116,0.07970821430000014,rfModel,Vol(aq),group2,rfModel_simulation
0.03744583,0.03831197969999997,rfModel,Vol(aq),group2,rfModel_simulation
0.09162133,0.09216955890000006,rfModel,Vol(aq),group2,rfModel_simulation
0.0767085,0.08101410459999998,rfModel,Vol(aq),group2,rfModel_simulation
0.1050619,0.10210489440000003,rfModel,Vol(aq),group2,rfModel_simulation
0.07427038,0.0754838604,rfModel,Vol(aq),group2,rfModel_simulation
0.09280804,0.09592056479999998,rfModel,Vol(aq),group2,rfModel_simulation
0.05871095,0.06543734809999996,rfModel,Vol(aq),group2,rfModel_simulation
0.04456439,0.04979537019999996,rfModel,Vol(aq),group2,rfModel_simulation
0.1187876,0.11705973599999993,rfModel,Vol(aq),group2,rfModel_simulation
0.09425101,0.09509062239999999,rfModel,Vol(aq),group2,rfModel_simulation
0.06786401,0.06858507119999999,rfModel,Vol(aq),group2,rfModel_simulation
0.05356463,0.055327375000000026,rfModel,Vol(aq),group2,rfModel_simulation
0.0691679,0.07163639849999995,rfModel,Vol(aq),group2,rfModel_simulation
0.06846271,0.07314371390000007,rfModel,Vol(aq),group2,rfModel_simulation
0.08933437,0.0901324029999999,rfModel,Vol(aq),group2,rfModel_simulation
0.07377208,0.07610333920000012,rfModel,Vol(aq),group2,rfModel_simulation
0.07416659,0.07691581839999992,rfModel,Vol(aq),group2,rfModel_simulation
0.1068174,0.11193411399999995,rfModel,Vol(aq),group2,rfModel_simulation
0.09876416,0.09903797369999999,rfModel,Vol(aq),group2,rfModel_simulation
0.0680184,0.07253042200000002,rfModel,Vol(aq),group2,rfModel_simulation
0.02489714,0.0341023674,rfModel,Vol(aq),group2,rfModel_simulation
0.09036303,0.09085409009999994,rfModel,Vol(aq),group2,rfModel_simulation
0.02910079,0.039023191399999976,rfModel,Vol(aq),group2,rfModel_simulation
0.07017523,0.07304250499999991,rfModel,Vol(aq),group2,rfModel_simulation
0.03454352,0.03786166379999997,rfModel,Vol(aq),group2,rfModel_simulation
0.06136323,0.06871203530000003,rfModel,Vol(aq),group2,rfModel_simulation
0.1155077,0.11680607800000004,rfModel,Vol(aq),group2,rfModel_simulation
0.08120775,0.08303722919999991,rfModel,Vol(aq),group2,rfModel_simulation
0.1161842,0.11613231599999992,rfModel,Vol(aq),group2,rfModel_simulation
0.08755164,0.09053409440000001,rfModel,Vol(aq),group2,rfModel_simulation
0.05934039,0.06153750559999998,rfModel,Vol(aq),group2,rfModel_simulation
0.04986121,0.051694597700000025,rfModel,Vol(aq),group2,rfModel_simulation
0.04855744,0.051085129199999975,rfModel,Vol(aq),group2,rfModel_simulation
0.07530363,0.0793290686,rfModel,Vol(aq),group2,rfModel_simulation
0.07671369,0.08050023400000002,rfModel,Vol(aq),group2,rfModel_simulation
0.05209495,0.05656987529999994,rfModel,Vol(aq),group2,rfModel_simulation
0.0935678,0.10475960210000004,rfModel,Vol(aq),group2,rfModel_simulation
0.05200893,0.06020165910000002,rfModel,Vol(aq),group2,rfModel_simulation
0.1183711,0.12075548999999994,rfModel,Vol(aq),group2,rfModel_simulation
0.1243124,0.12358698300000018,rfModel,Vol(aq),group2,rfModel_simulation
0.05491977,0.0616326661,rfModel,Vol(aq),group2,rfModel_simulation
0.05114527,0.053719490900000035,rfModel,Vol(aq),group2,rfModel_simulation
0.02994745,0.03380730930000002,rfModel,Vol(aq),group2,rfModel_simulation
0.1207787,0.12004443900000002,rfModel,Vol(aq),group2,rfModel_simulation
0.06611154,0.06334486049999993,rfModel,Vol(aq),group2,rfModel_simulation
0.04925407,0.051970803900000015,rfModel,Vol(aq),group2,rfModel_simulation
0.1205755,0.12057552738197139,linear,Vol(aq),group3,rfModel_simulation
0.1415803,0.14158031752160774,linear,Vol(aq),group3,rfModel_simulation
0.1457335,0.1457335189626923,linear,Vol(aq),group3,rfModel_simulation
0.04418483,0.044184825165006325,linear,Vol(aq),group3,rfModel_simulation
0.09789704,0.09789702954872995,linear,Vol(aq),group3,rfModel_simulation
0.1336069,0.13360690622859037,linear,Vol(aq),group3,rfModel_simulation
