T(C),b(CaO),b(SiO2),b(H2O),Vol(aq),pH,nCa(aq),nCa(s),nSi(aq),nSi(s_reac),nPortlandite,nAmor-Sl,mCSHQ,nCa(CSHQ),nSi(CSHQ),nH2O(CSHQ),C/S(CSHQ),nGelPW(CSH)
25.0,0.7310096,0.2462624,7.847783,0.1229683,12.47261,0.002492385,0.7285172,3.801728e-06,0.2462586,0.3278494,0.0,0.05003294,0.4006678,0.2462586,0.708745,1.627021,0.3031087
25.0,1.161165,0.3507802,7.940959,0.1145208,12.47261,0.002321167,1.158844,3.540562e-06,0.3507767,0.588123,0.0,0.07126812,0.5707208,0.3507767,1.009553,1.627021,0.4317553
25.0,1.640963,0.307567,5.162598,0.05665321,12.47261,0.001148279,1.639815,1.75151e-06,0.3075652,1.1394,0.0,0.06248875,0.500415,0.3075652,0.8851888,1.627021,0.3785683
25.0,1.559505,0.5068944,2.851771,0.0118861,12.47261,0.0002409129,1.559264,3.67474e-07,0.506894,0.7345371,0.0,0.1029868,0.824727,0.506894,1.458867,1.62702,0.6239131
25.0,1.459799,0.257547,4.963496,0.05745942,12.47261,0.001164605,1.458634,1.776434e-06,0.2575452,1.039603,0.0,0.05232607,0.4190314,0.2575452,0.7412285,1.627021,0.3170009
25.0,1.297488,0.583137,4.057231,0.0366668,12.47261,0.0007431811,1.296745,1.133599e-06,0.5831359,0.3479708,0.0,0.1184771,0.948774,0.5831359,1.678295,1.627021,0.7177558
25.0,0.8277865,0.2349153,6.992847,0.1060363,12.47261,0.002149206,0.8256373,3.278308e-06,0.234912,0.4434306,0.0,0.04772763,0.3822067,0.234912,0.676089,1.627021,0.2891427
25.0,1.006694,0.3315394,8.002829,0.1188627,12.47261,0.002409179,1.004285,3.674801e-06,0.3315357,0.4648694,0.0,0.06735889,0.5394155,0.3315357,0.9541771,1.627021,0.4080725
25.0,0.80523,0.2500436,5.442541,0.07810257,12.47261,0.001583031,0.803647,2.414661e-06,0.2500412,0.3968248,0.0,0.05080146,0.4068222,0.2500412,0.7196316,1.627021,0.3077645
25.0,1.342837,0.3021078,6.803858,0.09180281,12.47261,0.001860672,1.340976,2.838204e-06,0.302105,0.8494454,0.0,0.06137937,0.491531,0.302105,0.8694738,1.62702,0.3718474
25.0,1.758396,0.4731785,7.151596,0.08671272,12.47261,0.001757537,1.756638,2.680824e-06,0.4731758,0.9867717,0.0,0.09613624,0.7698668,0.4731758,1.361825,1.627021,0.5824109
25.0,1.19313,0.652077,2.777311,0.01387792,12.47261,0.0002812841,1.192849,4.290542e-07,0.6520766,0.1319068,0.0,0.1324839,1.060942,0.6520766,1.87671,1.62702,0.8026117
25.0,0.9847027,0.2632928,8.250424,0.1252736,12.47261,0.002539119,0.9821636,3.872999e-06,0.2632889,0.5537871,0.0,0.05349303,0.4283765,0.2632889,0.7577593,1.627021,0.3240705
25.0,1.042971,0.2878046,6.623705,0.09428806,12.47261,0.001911053,1.04106,2.914988e-06,0.2878017,0.5728007,0.0,0.05847335,0.4682593,0.2878017,0.8283082,1.627021,0.3542422
25.0,1.741751,0.2892974,3.457591,0.02445248,12.47261,0.0004955976,1.741255,7.559827e-07,0.2892966,1.270564,0.0,0.05877708,0.4706916,0.2892966,0.8326107,1.62702,0.3560822
25.0,1.60337,0.3207484,4.235167,0.04028449,12.47261,0.0008165079,1.602553,1.245443e-06,0.3207472,1.080691,0.0,0.06516696,0.5218622,0.3207472,0.923127,1.627021,0.3947933
25.0,1.69993,0.535607,4.463443,0.03780879,12.47261,0.0007663276,1.699164,1.168911e-06,0.5356058,0.827722,0.0,0.1088203,0.8714417,0.5356058,1.541501,1.627021,0.6592532
25.0,1.36862,0.5939051,8.245367,0.1107786,12.47261,0.002245318,1.366375,3.424868e-06,0.5939017,0.4000844,0.0,0.1206644,0.9662903,0.5939017,1.70928,1.627021,0.731007
25.0,0.5371775,0.2842414,7.988224,0.1281473,12.47261,0.002597356,0.5345801,3.961872e-06,0.2842374,0.07211999,0.0,0.05774919,0.4624602,0.2842374,0.8180501,1.627021,0.3498551
25.0,1.133267,0.6374777,5.881502,0.07135213,12.47261,0.0014462,1.131821,2.205924e-06,0.6374755,0.09463507,0.0,0.1295174,1.037186,0.6374755,1.834688,1.627021,0.78464
25.0,0.4532574,0.2485467,7.862037,0.1281905,12.47261,0.00259823,0.4506592,3.963186e-06,0.2485427,0.04627503,0.0,0.05049701,0.4043841,0.2485427,0.7153189,1.627021,0.3059201
25.0,1.51363,0.2593024,4.385358,0.0460061,12.47261,0.0009324656,1.512698,1.422339e-06,0.259301,1.09081,0.0,0.05268279,0.421888,0.259301,0.7462817,1.627021,0.3191619
25.0,1.764839,0.4433725,5.232087,0.05260254,12.47261,0.001066175,1.763773,1.626286e-06,0.4433709,1.042399,0.0,0.0900807,0.7213735,0.4433709,1.276044,1.627021,0.5457253
25.0,1.24063,0.274698,7.052275,0.09875455,12.47261,0.002001595,1.238628,3.053128e-06,0.2746949,0.7916941,0.0,0.05581042,0.4469343,0.2746949,0.7905863,1.62702,0.3381097
25.0,1.689064,0.3334059,7.248125,0.09286631,12.47261,0.001882262,1.687182,2.871076e-06,0.333403,1.144728,0.0,0.06773828,0.5424536,0.333403,0.9595513,1.627021,0.4103709
25.0,0.8861076,0.2886719,4.596325,0.06048603,12.47261,0.001225961,0.8848816,1.869993e-06,0.28867,0.4152096,0.0,0.05864977,0.4696721,0.28867,0.8308073,1.627021,0.355311
25.0,0.6517807,0.2815737,7.547182,0.1181724,12.47261,0.002395178,0.6493855,3.653443e-06,0.28157,0.1912653,0.0,0.05720725,0.4581203,0.28157,0.8103732,1.627021,0.3465719
25.0,1.198808,0.3491449,4.959228,0.06002638,12.47261,0.001216646,1.197591,1.855822e-06,0.349143,0.6295285,0.0,0.07093621,0.5680629,0.349143,1.004852,1.627021,0.4297445
25.0,1.648165,0.6505364,5.485294,0.05460207,12.47261,0.001106703,1.647058,1.688096e-06,0.6505347,0.588625,0.0,0.1321707,1.058433,0.6505347,1.872273,1.627021,0.800714
25.0,1.636152,0.4537141,3.067384,0.01559745,12.47261,0.0003161366,1.635836,4.822163e-07,0.4537136,0.8976345,0.0,0.09218206,0.7382013,0.4537136,1.305811,1.62702,0.5584557
25.0,0.8079491,0.4185219,4.990461,0.06608203,12.47261,0.001339385,0.8066097,2.043016e-06,0.4185199,0.1256693,0.0,0.08503166,0.6809404,0.4185199,1.204522,1.627021,0.5151373
25.0,1.644949,0.5807718,6.485045,0.07429241,12.47261,0.001505797,1.643443,2.296852e-06,0.5807695,0.6985193,0.0,0.1179963,0.9449239,0.5807695,1.671485,1.627021,0.7148431
25.0,1.224674,0.5018898,7.94979,0.1101191,12.47261,0.002231952,1.222442,3.404544e-06,0.5018864,0.4058626,0.0,0.1019694,0.8165795,0.5018864,1.444455,1.627021,0.6177494
25.0,1.291352,0.2540435,5.739705,0.07459953,12.47261,0.001512021,1.28984,2.306343e-06,0.2540412,0.8765097,0.0,0.05161415,0.4133303,0.2540412,0.7311438,1.627021,0.3126879
25.0,1.568464,0.2324572,4.872292,0.05441657,12.47261,0.001102933,1.567361,1.68236e-06,0.2324555,1.189151,0.0,0.04722853,0.3782099,0.2324555,0.6690191,1.627021,0.2861191
25.0,1.452613,0.3265216,3.181397,0.02384519,12.47261,0.0004833062,1.45213,7.372068e-07,0.3265209,0.9208736,0.0,0.06634001,0.5312561,0.3265209,0.939744,1.627021,0.4018999
25.0,1.339053,0.41999,3.739453,0.03386307,12.47261,0.0006863538,1.338367,1.046923e-06,0.419989,0.655036,0.0,0.08533014,0.6833306,0.419989,1.20875,1.627021,0.5169455
25.0,0.8958696,0.4689084,7.614114,0.1107402,12.47261,0.002244539,0.8936251,3.423679e-06,0.468905,0.130707,0.0,0.09526853,0.762918,0.468905,1.349533,1.627021,0.5771541
25.0,1.570795,0.3936958,7.255891,0.09378035,12.47261,0.001900788,1.568894,2.899352e-06,0.3936929,0.9283478,0.0,0.07998751,0.6405464,0.3936929,1.133069,1.627021,0.4845789
25.0,1.632681,0.5685337,7.935919,0.100994,12.47261,0.002047,1.630634,3.122322e-06,0.5685306,0.705623,0.0,0.1155097,0.925011,0.5685306,1.636261,1.627021,0.6997788
25.0,1.687767,0.5293166,8.053119,0.1030019,12.47261,0.002087695,1.685679,3.184443e-06,0.5293134,0.8244755,0.0,0.1075419,0.8612038,0.5293134,1.523392,1.627021,0.6515081
25.0,1.694008,0.3818742,3.586161,0.02554508,12.47261,0.0005177604,1.69349,7.897592e-07,0.3818734,1.072174,0.0,0.07758612,0.6213159,0.3818734,1.099051,1.627021,0.4700308
25.0,1.372906,0.5074183,4.891772,0.05208772,12.47261,0.001055741,1.37185,1.610368e-06,0.5074167,0.5462729,0.0,0.103093,0.8255774,0.5074167,1.460372,1.627021,0.6245564
25.0,0.7587036,0.2625279,8.04763,0.1257099,12.47261,0.002547952,0.7561556,3.886519e-06,0.262524,0.3290237,0.0,0.05333762,0.427132,0.262524,0.7555577,1.627021,0.323129
25.0,1.038577,0.2643345,3.9119,0.0459212,12.47261,0.0009307613,1.037646,1.419709e-06,0.2643331,0.6075709,0.0,0.05370517,0.4300754,0.2643331,0.7607643,1.627021,0.3253557
25.0,1.573887,0.5485615,3.560977,0.02349351,12.47261,0.0004761782,1.573411,7.26334e-07,0.5485608,0.6808912,0.0,0.1114524,0.8925196,0.5485608,1.578786,1.627021,0.6751988
25.0,0.7213799,0.2264518,6.056548,0.09123923,12.47261,0.001849291,0.7195306,2.820779e-06,0.226449,0.3510934,0.0,0.04600817,0.3684372,0.226449,0.651732,1.627021,0.2787259
25.0,1.118586,0.3347563,3.726165,0.03953061,12.47261,0.0008012264,1.117785,1.222142e-06,0.3347551,0.5731314,0.0,0.06801298,0.5446534,0.3347551,0.9634425,1.627021,0.412035
25.0,0.9187232,0.392426,3.801169,0.04319183,12.47261,0.0008754339,0.9178478,1.335338e-06,0.3924247,0.2793648,0.0,0.07972984,0.638483,0.3924247,1.129419,1.627021,0.4830179
25.0,1.542881,0.3780714,5.408119,0.06126586,12.47261,0.001241768,1.541639,1.894121e-06,0.3780695,0.9265124,0.0,0.07681327,0.6151269,0.3780695,1.088104,1.627021,0.4653488
25.0,1.346565,0.3486221,4.504216,0.04915188,12.47261,0.0009962328,1.345569,1.519597e-06,0.3486206,0.778356,0.0,0.07083006,0.5672128,0.3486206,1.003348,1.62702,0.4291014
25.0,1.652726,0.4247874,3.27129,0.01963433,12.47261,0.000398253,1.652328,6.070304e-07,0.4247868,0.961191,0.0,0.08630493,0.6911368,0.4247868,1.222558,1.62702,0.522851
25.0,1.280725,0.5373043,7.161643,0.09407227,12.47261,0.001906705,1.278818,2.908369e-06,0.5373014,0.4046179,0.0,0.1091648,0.8742004,0.5373014,1.546381,1.627021,0.6613402
25.0,1.596969,0.6800762,7.190896,0.08566325,12.47261,0.001736267,1.595233,2.648401e-06,0.6800736,0.4887391,0.0,0.1381721,1.106494,0.6800736,1.957287,1.627021,0.837072
25.0,0.9144436,0.3150222,7.207249,0.1065334,12.47261,0.002159274,0.9122843,3.293634e-06,0.3150189,0.3997421,0.0,0.06400313,0.5125422,0.3150189,0.9066408,1.627021,0.3877426
25.0,1.229159,0.6355648,6.975129,0.08941493,12.47261,0.001812308,1.227347,2.7644e-06,0.635562,0.1932742,0.0,0.1291286,1.034072,0.635562,1.829181,1.627021,0.7822848
25.0,0.9263434,0.2996857,4.012997,0.04897531,12.47261,0.0009926566,0.9253507,1.514146e-06,0.2996842,0.4377584,0.0,0.06088754,0.4875923,0.2996842,0.8625066,1.627021,0.3688678
25.0,1.220465,0.5670242,6.667129,0.08555794,12.47261,0.001734132,1.218731,2.645109e-06,0.5670216,0.2961751,0.0,0.1152031,0.9225557,0.5670216,1.631917,1.627021,0.6979214
25.0,1.446778,0.4158641,4.104376,0.0386014,12.47261,0.0007823897,1.445996,1.193419e-06,0.4158629,0.7693782,0.0,0.08449184,0.6766175,0.4158629,1.196875,1.62702,0.511867
25.0,1.059706,0.5769858,5.311727,0.06375704,12.47261,0.00129226,1.058414,1.971145e-06,0.5769838,0.1196492,0.0,0.1172272,0.9387645,0.5769838,1.660589,1.627021,0.7101835
25.0,1.398302,0.6445411,7.577501,0.09703644,12.47261,0.001966784,1.396335,2.999953e-06,0.6445381,0.3476585,0.0,0.1309523,1.048677,0.6445381,1.855014,1.627021,0.793333
25.0,1.473539,0.481773,6.970028,0.08838398,12.47261,0.001791416,1.471748,2.732621e-06,0.4817703,0.6878975,0.0,0.0978824,0.7838501,0.4817703,1.38656,1.627021,0.5929894
25.0,1.081613,0.2142152,6.650965,0.09574519,12.47261,0.001940645,1.079672,2.960094e-06,0.2142122,0.7311446,0.0,0.04352201,0.3485277,0.2142122,0.616514,1.627021,0.2636642
25.0,1.210141,0.3997146,7.221264,0.09953258,12.47261,0.002017378,1.208124,3.07722e-06,0.3997115,0.5577848,0.0,0.08121033,0.6503389,0.3997115,1.150391,1.627021,0.491987
25.0,1.165194,0.5697591,6.205155,0.07815089,12.47261,0.001584002,1.16361,2.416141e-06,0.5697567,0.2366042,0.0,0.1157588,0.9270058,0.5697567,1.639789,1.627021,0.7012879
25.0,0.7970988,0.4725606,4.025811,0.04763499,12.47261,0.0009654907,0.7961333,1.472726e-06,0.4725591,0.02726991,0.0,0.09601095,0.7688634,0.4725591,1.36005,1.627021,0.5816518
25.0,0.9621644,0.2255677,5.052194,0.06877141,12.47261,0.001393899,0.9607705,2.126388e-06,0.2255656,0.5937707,0.0,0.04582869,0.3669998,0.2255656,0.6491894,1.627021,0.2776385
25.0,0.6459067,0.2757043,5.19291,0.07589178,12.47261,0.001538214,0.6443685,2.346296e-06,0.275702,0.1957957,0.0,0.05601501,0.4485727,0.275702,0.7934845,1.627021,0.3393492
25.0,0.9799821,0.5532972,4.923338,0.05871763,12.47261,0.001190118,0.978792,1.815316e-06,0.5532954,0.07856903,0.0,0.1124143,0.900223,0.5532954,1.592413,1.627021,0.6810265
25.0,1.147672,0.6431453,7.825596,0.1060752,12.47261,0.002149987,1.145522,3.279439e-06,0.643142,0.09911673,0.0,0.1306687,1.046405,0.643142,1.850996,1.627021,0.7916147
25.0,1.615582,0.3722477,7.459951,0.0971415,12.47261,0.001968888,1.613613,3.003261e-06,0.3722447,1.007963,0.0,0.07562983,0.6056497,0.3722447,1.07134,1.62702,0.4581793
25.0,1.055254,0.2155603,6.433999,0.09227235,12.47261,0.001870254,1.053384,2.852723e-06,0.2155574,0.7026673,0.0,0.04379532,0.3507164,0.2155574,0.6203856,1.627021,0.26532
25.0,1.356469,0.2109811,5.949938,0.07819335,12.47261,0.001584863,1.354884,2.417456e-06,0.2109787,1.011617,0.0,0.04286503,0.3432666,0.2109787,0.6072076,1.62702,0.2596842
25.0,1.14035,0.6872651,6.339946,0.07837902,12.47261,0.001588626,1.138761,2.423185e-06,0.6872627,0.02057088,0.0,0.1396328,1.11819,0.6872627,1.977978,1.627021,0.8459208
25.0,1.318249,0.5810989,6.825006,0.08632525,12.47261,0.001749684,1.316499,2.668857e-06,0.5810962,0.3710438,0.0,0.1180627,0.9454555,0.5810962,1.672425,1.627021,0.7152453
25.0,1.430514,0.324613,4.318607,0.044826,12.47261,0.0009085727,1.429605,1.385856e-06,0.3246116,0.9014556,0.0,0.06595211,0.5281498,0.3246116,0.9342491,1.627021,0.3995499
25.0,1.426877,0.2298096,7.854194,0.1108881,12.47261,0.002247568,1.424629,3.428259e-06,0.2298062,1.05073,0.0,0.04669026,0.3738994,0.2298062,0.6613941,1.627021,0.2828581
25.0,0.7107937,0.2794647,4.150613,0.05581054,12.47261,0.001131196,0.7096625,1.725465e-06,0.279463,0.2549705,0.0,0.05677915,0.454692,0.279463,0.804309,1.627021,0.3439784
25.0,1.454956,0.5662775,7.568803,0.09762445,12.47261,0.001978703,1.452977,3.018186e-06,0.5662745,0.5316371,0.0,0.1150513,0.9213402,0.5662745,1.629767,1.627021,0.6970018
25.0,1.494388,0.2229144,6.595268,0.08708779,12.47261,0.001765993,1.492622,2.692459e-06,0.2229117,1.12994,0.0,0.0452895,0.3626819,0.2229117,0.6415515,1.627021,0.274372
25.0,1.089157,0.3470553,5.900624,0.07905601,12.47261,0.001602351,1.087555,2.444193e-06,0.3470529,0.5228925,0.0,0.07051154,0.5646621,0.3470529,0.9988362,1.627021,0.4271718
25.0,0.9202549,0.4635309,2.878161,0.02488763,12.47261,0.0005044348,0.9197505,7.694308e-07,0.4635301,0.1655774,0.0,0.0941765,0.754173,0.4635301,1.334064,1.62702,0.5705384
25.0,1.089622,0.4557081,5.862296,0.07590045,12.47261,0.001538389,1.088084,2.346565e-06,0.4557058,0.346641,0.0,0.09258681,0.7414426,0.4557058,1.311545,1.627021,0.5609078
25.0,0.9247504,0.2729156,5.323982,0.07328596,12.47261,0.0014854,0.923265,2.265766e-06,0.2729133,0.4792294,0.0,0.05544844,0.4440356,0.2729133,0.7854587,1.627021,0.3359168
25.0,1.59429,0.3122133,8.100796,0.1104564,12.47261,0.00223875,1.592051,3.414906e-06,0.3122099,1.084079,0.0,0.06343242,0.5079719,0.3122099,0.8985563,1.627021,0.3842851
25.0,1.254918,0.5649633,4.040481,0.03754374,12.47261,0.0007609555,1.254157,1.160719e-06,0.5649621,0.334952,0.0,0.1147847,0.919205,0.5649621,1.62599,1.627021,0.6953865
25.0,0.6383948,0.2135128,6.634346,0.1034656,12.47261,0.002097094,0.6362977,3.198747e-06,0.2135096,0.2889132,0.0,0.04337925,0.3473845,0.2135096,0.6144917,1.627021,0.2627994
25.0,1.145584,0.5407224,3.820152,0.03608681,12.47261,0.0007314256,1.144853,1.115673e-06,0.5407213,0.2650879,0.0,0.1098596,0.8797646,0.5407213,1.556224,1.627021,0.6655496
25.0,1.252059,0.3231125,5.783502,0.0745396,12.47261,0.001510806,1.250548,2.304606e-06,0.3231102,0.7248413,0.0,0.06564706,0.5257069,0.3231102,0.9299279,1.627021,0.3977018
25.0,1.767522,0.4225663,5.570005,0.05912715,12.47261,0.001198419,1.766324,1.828007e-06,0.4225645,1.078803,0.0,0.08585342,0.6875211,0.4225645,1.216162,1.627021,0.5201156
25.0,1.333074,0.5302648,3.882164,0.0340569,12.47261,0.0006902824,1.332384,1.052913e-06,0.5302637,0.4696337,0.0,0.1077349,0.86275,0.5302637,1.526127,1.627021,0.6526778
25.0,0.8201723,0.3707983,4.511032,0.05828084,12.47261,0.001181266,0.818991,1.801829e-06,0.3707965,0.2156975,0.0,0.0753356,0.6032935,0.3707965,1.067172,1.627021,0.4563968
25.0,1.134327,0.4408097,5.226925,0.06395458,12.47261,0.001296264,1.133031,1.977248e-06,0.4408077,0.4158275,0.0,0.08955994,0.7172032,0.4408077,1.268668,1.627021,0.5425704
25.0,0.9015451,0.4716654,5.590676,0.07403109,12.47261,0.0015005,0.9000446,2.288783e-06,0.4716631,0.132639,0.0,0.0958289,0.7674056,0.4716631,1.357471,1.627021,0.580549
25.0,1.775064,0.4570688,4.272497,0.03477776,12.47261,0.0007048933,1.774359,1.075205e-06,0.4570677,1.030701,0.0,0.09286352,0.7436586,0.4570677,1.315465,1.627021,0.5625841
25.0,1.307284,0.6383063,8.288581,0.1116636,12.47261,0.002263255,1.305021,3.452224e-06,0.6383028,0.2664889,0.0,0.1296855,1.038532,0.6383028,1.837069,1.627021,0.7856583
25.0,1.714528,0.2284958,5.011086,0.05437478,12.47261,0.001102095,1.713426,1.681065e-06,0.2284941,1.341661,0.0,0.04642369,0.3717647,0.2284941,0.657618,1.627021,0.2812432
25.0,1.482686,0.2711766,7.46231,0.1018679,12.47261,0.002064712,1.480621,3.149401e-06,0.2711735,1.039417,0.0,0.05509495,0.4412048,0.2711735,0.7804513,1.627021,0.3337752
25.0,0.7948264,0.410817,5.206932,0.0704027,12.47261,0.001426958,0.7933994,2.176602e-06,0.4108148,0.1249953,0.0,0.08346621,0.6684042,0.4108148,1.182346,1.627021,0.5056535
25.0,0.5816314,0.2433341,7.68164,0.1227317,12.47261,0.002487584,0.5791438,3.794264e-06,0.2433303,0.1832404,0.0,0.04943799,0.3959034,0.2433303,0.7003173,1.627021,0.2995044
25.0,1.620284,0.5323667,2.973693,0.01241483,12.47261,0.0002516297,1.620032,3.838218e-07,0.5323663,0.7538615,0.0,0.1081621,0.8661709,0.5323663,1.532178,1.62702,0.6552658
25.0,0.6271082,0.2516147,3.649974,0.04890941,12.47261,0.0009913209,0.6261169,1.512103e-06,0.2516132,0.2167371,0.0,0.05112084,0.4093798,0.2516132,0.7241558,1.627021,0.3096994
25.0,1.12267,0.3354106,3.812905,0.04100863,12.47261,0.0008311836,1.121839,1.267842e-06,0.3354093,0.5761209,0.0,0.0681459,0.5457179,0.3354093,0.9653255,1.627021,0.4128403
25.0,1.590998,0.4826347,3.429288,0.02229568,12.47261,0.0004518999,1.590546,6.893004e-07,0.482634,0.8052907,0.0,0.09805788,0.7852554,0.482634,1.389046,1.627021,0.5940525
25.0,1.304205,0.4174941,4.882152,0.05518653,12.47261,0.001118549,1.303086,1.706166e-06,0.4174924,0.6238178,0.0,0.08482291,0.6792687,0.4174924,1.201565,1.627021,0.5138727
25.0,1.725916,0.5575512,6.950822,0.08176691,12.47261,0.001657296,1.724259,2.527963e-06,0.5575487,0.8171156,0.0,0.1132785,0.9071431,0.5575487,1.604654,1.627021,0.6862616
25.0,1.679495,0.4946158,6.182785,0.07015616,12.47261,0.001421981,1.678073,2.16897e-06,0.4946136,0.8733265,0.0,0.1004918,0.8047465,0.4946136,1.423524,1.627021,0.6087977
25.0,1.425687,0.5150537,6.386301,0.07795387,12.47261,0.00158001,1.424107,2.410088e-06,0.5150513,0.586108,0.0,0.1046442,0.837999,0.5150513,1.482344,1.627021,0.6339535
25.0,1.143091,0.6202478,3.233243,0.02373516,12.47261,0.0004810759,1.14261,7.33807e-07,0.6202471,0.1334552,0.0,0.1260171,1.009155,0.6202471,1.785103,1.627021,0.7634343
25.0,1.287778,0.6764946,8.120645,0.10812,12.47261,0.002191433,1.285587,3.342651e-06,0.6764913,0.1849214,0.0,0.1374443,1.100665,0.6764913,1.946977,1.627021,0.8326627
25.0,1.195268,0.2833032,8.21189,0.1203226,12.47261,0.002438743,1.192829,3.719934e-06,0.2832995,0.7318952,0.0,0.05755862,0.4609341,0.2832995,0.8153506,1.627021,0.3487006
25.0,0.9062133,0.2318601,3.406046,0.03990952,12.47261,0.0008089064,0.9054044,1.233854e-06,0.2318589,0.5281653,0.0,0.04710731,0.3772391,0.2318589,0.6673019,1.627021,0.2853847
25.0,1.670103,0.3111138,7.799707,0.1036743,12.47261,0.002101324,1.668002,3.205223e-06,0.3111106,1.161818,0.0,0.06320907,0.5061833,0.3111106,0.8953925,1.627021,0.3829321
25.0,0.9460611,0.2241834,8.160534,0.1252316,12.47261,0.002538283,0.9435228,3.871705e-06,0.2241795,0.5787781,0.0,0.04554708,0.3647447,0.2241795,0.6452004,1.627021,0.2759325
25.0,1.656967,0.5638886,6.675428,0.07789523,12.47261,0.001578821,1.655388,2.40826e-06,0.5638862,0.7379338,0.0,0.1145661,0.9174544,0.5638862,1.622894,1.627021,0.6940622
25.0,1.672476,0.2116256,5.240774,0.05966371,12.47261,0.001209273,1.671267,1.844581e-06,0.2116238,1.326951,0.0,0.0429961,0.3443162,0.2116238,0.6090642,1.627021,0.2604782
25.0,0.5114234,0.3049735,4.942729,0.0731409,12.47261,0.001482458,0.5099409,2.261257e-06,0.3049712,0.01374647,0.0,0.06196172,0.4961945,0.3049712,0.8777231,1.627021,0.3753754
25.0,1.39272,0.3878186,3.159991,0.02315533,12.47261,0.0004693238,1.392251,7.158775e-07,0.3878179,0.761263,0.0,0.07879387,0.6309876,0.3878179,1.11616,1.627021,0.4773476
25.0,0.9363718,0.4994893,5.633523,0.07354728,12.47261,0.001490694,0.9348811,2.27382e-06,0.499487,0.1222055,0.0,0.101482,0.8126757,0.499487,1.43755,1.627021,0.6147962
25.0,1.412935,0.3757006,5.067689,0.05751798,12.47261,0.001165805,1.411769,1.778329e-06,0.3756988,0.8004995,0.0,0.07633161,0.6112697,0.3756988,1.081281,1.627021,0.4624308
25.0,1.723439,0.3955854,3.870961,0.02984737,12.47261,0.0006049615,1.722834,9.227702e-07,0.3955845,1.07921,0.0,0.08037183,0.6436241,0.3955845,1.138513,1.627021,0.4869072
25.0,1.439031,0.4308105,2.815477,0.01512548,12.47261,0.0003065706,1.438724,4.676259e-07,0.43081,0.7377877,0.0,0.08752868,0.7009367,0.43081,1.239894,1.62702,0.5302647
25.0,1.732944,0.6639846,2.828301,0.004780485,12.47262,9.689269e-05,1.732847,1.477955e-07,0.6639845,0.6525309,0.0,0.1349033,1.080316,0.6639845,1.910981,1.62702,0.8172686
25.0,1.40538,0.4328163,6.29303,0.0784942,12.47261,0.001590961,1.403789,2.426747e-06,0.4328139,0.699592,0.0,0.08793581,0.7041971,0.4328139,1.245661,1.627021,0.5327312
25.0,1.554371,0.5613626,4.630801,0.04287829,12.47261,0.0008690789,1.553502,1.325645e-06,0.5613613,0.6401556,0.0,0.1140531,0.9133463,0.5613613,1.615627,1.627021,0.6909544
25.0,1.421062,0.6569142,3.706364,0.02643122,12.47261,0.0005357212,1.420526,8.171574e-07,0.6569134,0.3517147,0.0,0.1334666,1.068812,0.6569134,1.890631,1.627021,0.8085652
